sku,date,units_sold
SKU_133,2023-07-03,17
SKU_133,2023-07-10,20
SKU_133,2023-07-17,26
SKU_133,2023-07-31,15
SKU_133,2023-08-07,38
SKU_133,2023-08-14,16
SKU_133,2023-08-21,22
SKU_133,2023-08-28,35
SKU_133,2023-09-04,13
SKU_133,2023-09-11,32
SKU_133,2023-09-25,27
SKU_133,2023-10-16,33
SKU_133,2023-10-30,24
SKU_133,2023-11-06,41
SKU_133,2023-11-20,9
SKU_133,2023-11-27,28
SKU_133,2023-12-04,24
SKU_133,2023-12-11,17
SKU_133,2023-12-18,25
SKU_133,2024-01-01,36
SKU_133,2024-01-15,17
SKU_133,2024-01-29,5
SKU_133,2024-02-05,18
SKU_133,2024-02-19,3
SKU_133,2024-02-26,46
SKU_133,2024-03-04,13
SKU_133,2024-03-11,45
SKU_133,2024-03-18,21
SKU_133,2024-03-25,5
SKU_133,2024-04-01,28
SKU_133,2024-04-08,15
SKU_133,2024-04-22,14
SKU_133,2024-05-06,14
SKU_133,2024-05-13,33
SKU_133,2024-05-20,23
SKU_133,2024-05-27,9
SKU_133,2024-06-03,9
SKU_133,2024-06-17,8
SKU_134,2023-01-23,30
SKU_134,2023-01-30,20
SKU_134,2023-02-13,4
SKU_134,2023-02-20,12
SKU_134,2023-02-27,6
SKU_134,2023-03-13,14
SKU_134,2023-04-10,19
SKU_134,2023-04-17,2
SKU_134,2023-05-08,22
SKU_134,2023-05-15,1
SKU_134,2023-05-29,34
SKU_134,2023-06-12,8
SKU_134,2023-06-19,20
SKU_134,2023-07-03,17
SKU_134,2023-07-17,16
SKU_134,2023-07-24,7
SKU_134,2023-08-07,22
SKU_134,2023-08-14,30
SKU_134,2023-08-21,19
SKU_134,2023-08-28,40
SKU_134,2023-09-11,41
SKU_134,2023-09-18,16
SKU_134,2023-09-25,7
SKU_134,2023-10-02,1
SKU_134,2023-10-09,2
SKU_134,2023-10-16,20
SKU_134,2023-11-13,16
SKU_134,2023-11-20,44
SKU_134,2023-12-04,15
SKU_134,2023-12-11,9
SKU_134,2023-12-18,7
SKU_134,2024-01-08,3
SKU_134,2024-01-15,28
SKU_134,2024-02-19,7
SKU_134,2024-02-26,31
SKU_134,2024-03-04,4
SKU_134,2024-03-11,33
SKU_134,2024-03-18,21
SKU_134,2024-03-25,59
SKU_134,2024-04-01,26
SKU_134,2024-04-29,2
SKU_134,2024-05-13,13
SKU_134,2024-05-20,27
SKU_134,2024-06-03,18
SKU_134,2024-06-10,17
SKU_134,2024-06-17,75
SKU_135,2023-01-02,50
SKU_135,2023-01-09,6
SKU_135,2023-01-16,38
SKU_135,2023-01-23,29
SKU_135,2023-01-30,26
SKU_135,2023-02-06,18
SKU_135,2023-02-20,12
SKU_135,2023-03-06,20
SKU_135,2023-03-20,4
SKU_135,2023-03-27,47
SKU_135,2023-04-03,15
SKU_135,2023-05-01,2
SKU_135,2023-05-08,64
SKU_135,2023-05-15,42
SKU_135,2023-05-22,17
SKU_135,2023-06-05,5
SKU_135,2023-06-12,34
SKU_135,2023-06-26,34
SKU_135,2023-07-17,9
SKU_135,2023-07-31,29
SKU_135,2023-08-07,3
SKU_135,2023-08-14,49
SKU_135,2023-08-21,30
SKU_135,2023-09-04,15
SKU_135,2023-09-11,4
SKU_135,2023-09-18,48
SKU_135,2023-09-25,3
SKU_135,2023-10-02,23
SKU_135,2023-10-09,22
SKU_135,2023-10-16,5
SKU_135,2023-10-23,17
SKU_135,2023-10-30,13
SKU_135,2023-11-06,25
SKU_135,2023-11-13,12
SKU_135,2023-11-27,64
SKU_135,2023-12-11,2
SKU_135,2023-12-18,17
SKU_135,2024-01-01,18
SKU_135,2024-01-08,11
SKU_135,2024-01-22,26
SKU_135,2024-02-05,19
SKU_135,2024-02-12,10
SKU_135,2024-02-19,19
SKU_135,2024-02-26,29
SKU_135,2024-03-04,17
SKU_135,2024-03-18,17
SKU_135,2024-03-25,30
SKU_135,2024-04-15,2
SKU_135,2024-04-29,48
SKU_135,2024-05-06,31
SKU_135,2024-05-27,1
SKU_135,2024-06-03,4
SKU_135,2024-06-17,19
SKU_136,2022-12-26,7
SKU_136,2023-01-02,29
SKU_136,2023-01-09,24
SKU_136,2023-02-06,20
SKU_136,2023-02-13,16
SKU_136,2023-02-20,5
SKU_136,2023-02-27,16
SKU_136,2023-03-06,41
SKU_136,2023-03-13,16
SKU_136,2023-03-27,5
SKU_136,2023-04-03,16
SKU_136,2023-04-17,72
SKU_136,2023-05-08,21
SKU_136,2023-05-15,32
SKU_136,2023-05-22,4
SKU_136,2023-06-05,78
SKU_136,2023-06-19,20
SKU_136,2023-07-03,16
SKU_136,2023-07-10,21
SKU_136,2023-07-17,44
SKU_136,2023-07-24,11
SKU_136,2023-08-07,28
SKU_136,2023-08-14,11
SKU_136,2023-08-21,20
SKU_136,2023-08-28,20
SKU_136,2023-09-11,15
SKU_136,2023-09-18,18
SKU_136,2023-09-25,3
SKU_136,2023-10-02,19
SKU_136,2023-10-09,4
SKU_136,2023-10-16,62
SKU_136,2023-10-30,19
SKU_136,2023-11-13,19
SKU_136,2023-11-20,21
SKU_136,2023-11-27,7
SKU_136,2023-12-11,1
SKU_136,2023-12-18,14
SKU_136,2024-01-08,31
SKU_136,2024-01-15,27
SKU_136,2024-01-22,24
SKU_136,2024-01-29,11
SKU_136,2024-02-05,19
SKU_136,2024-02-26,45
SKU_136,2024-03-04,20
SKU_136,2024-03-18,15
SKU_136,2024-03-25,22
SKU_136,2024-04-15,14
SKU_136,2024-04-29,29
SKU_136,2024-05-13,18
SKU_136,2024-05-27,8
SKU_136,2024-06-03,19
SKU_136,2024-06-17,4
SKU_137,2022-12-26,34
SKU_137,2023-01-02,4
SKU_137,2023-01-09,6
SKU_137,2023-01-16,8
SKU_137,2023-01-23,14
SKU_137,2023-01-30,12
SKU_137,2023-02-06,13
SKU_137,2023-02-13,31
SKU_137,2023-02-20,17
SKU_137,2023-02-27,6
SKU_137,2023-03-06,9
SKU_137,2023-03-13,11
SKU_137,2023-03-27,8
SKU_137,2023-04-03,6
SKU_137,2023-04-10,20
SKU_137,2023-04-17,27
SKU_137,2023-04-24,21
SKU_137,2023-05-01,21
SKU_137,2023-05-15,27
SKU_137,2023-05-22,10
SKU_137,2023-05-29,12
SKU_137,2023-06-12,1
SKU_137,2023-06-19,36
SKU_137,2023-07-17,10
SKU_137,2023-07-24,1
SKU_137,2023-07-31,13
SKU_137,2023-08-07,54
SKU_137,2023-08-21,9
SKU_137,2023-09-04,7
SKU_137,2023-09-11,5
SKU_137,2023-09-18,26
SKU_137,2023-10-02,16
SKU_137,2023-10-09,20
SKU_137,2023-10-16,34
SKU_137,2023-10-23,18
SKU_137,2023-11-06,14
SKU_137,2023-11-13,7
SKU_137,2023-11-20,8
SKU_137,2023-12-04,21
SKU_137,2023-12-11,16
SKU_137,2024-01-01,10
SKU_137,2024-01-08,48
SKU_137,2024-01-29,8
SKU_137,2024-02-19,30
SKU_137,2024-03-04,7
SKU_137,2024-03-18,1
SKU_137,2024-03-25,39
SKU_137,2024-04-01,6
SKU_137,2024-04-08,7
SKU_137,2024-04-15,7
SKU_137,2024-04-22,13
SKU_137,2024-04-29,12
SKU_137,2024-05-06,19
SKU_137,2024-05-13,7
SKU_137,2024-05-20,1
SKU_137,2024-05-27,2
SKU_137,2024-06-17,33
SKU_137,2024-06-24,16
SKU_138,2023-01-09,31
SKU_138,2023-01-16,4
SKU_138,2023-01-23,4
SKU_138,2023-01-30,11
SKU_138,2023-02-06,20
SKU_138,2023-02-13,68
SKU_138,2023-02-20,13
SKU_138,2023-02-27,20
SKU_138,2023-03-06,18
SKU_138,2023-03-20,12
SKU_138,2023-03-27,20
SKU_138,2023-04-03,17
SKU_138,2023-04-10,20
SKU_138,2023-04-17,18
SKU_138,2023-04-24,8
SKU_138,2023-05-01,16
SKU_138,2023-05-08,17
SKU_138,2023-05-15,13
SKU_138,2023-05-22,16
SKU_138,2023-05-29,20
SKU_138,2023-06-12,15
SKU_138,2023-06-26,17
SKU_138,2023-07-03,12
SKU_138,2023-07-10,24
SKU_138,2023-07-31,16
SKU_138,2023-08-07,20
SKU_138,2023-08-28,10
SKU_138,2023-09-04,12
SKU_138,2023-09-18,2
SKU_138,2023-09-25,47
SKU_138,2023-10-09,8
SKU_138,2023-10-16,14
SKU_138,2023-10-30,49
SKU_138,2023-11-06,44
SKU_138,2023-11-20,6
SKU_138,2023-11-27,20
SKU_138,2023-12-04,40
SKU_138,2023-12-11,2
SKU_138,2023-12-18,23
SKU_138,2023-12-25,19
SKU_138,2024-01-01,40
SKU_138,2024-01-08,4
SKU_138,2024-01-22,58
SKU_138,2024-02-05,24
SKU_138,2024-02-12,35
SKU_138,2024-02-19,33
SKU_138,2024-02-26,37
SKU_138,2024-03-11,23
SKU_138,2024-03-18,4
SKU_138,2024-03-25,19
SKU_138,2024-04-08,24
SKU_138,2024-04-15,18
SKU_138,2024-04-29,18
SKU_138,2024-05-13,1
SKU_138,2024-05-20,22
SKU_138,2024-05-27,18
SKU_138,2024-06-03,7
SKU_138,2024-06-17,8
SKU_139,2022-12-26,3
SKU_139,2023-01-02,26
SKU_139,2023-01-09,5
SKU_139,2023-01-23,16
SKU_139,2023-02-06,31
SKU_139,2023-02-13,20
SKU_139,2023-02-20,10
SKU_139,2023-02-27,49
SKU_139,2023-03-20,10
SKU_139,2023-03-27,25
SKU_139,2023-04-03,14
SKU_139,2023-04-17,17
SKU_139,2023-05-01,26
SKU_139,2023-05-08,15
SKU_139,2023-05-22,18
SKU_139,2023-05-29,30
SKU_139,2023-06-05,5
SKU_139,2023-06-19,27
SKU_139,2023-07-03,9
SKU_139,2023-07-10,2
SKU_139,2023-07-17,31
SKU_139,2023-07-24,17
SKU_139,2023-07-31,35
SKU_139,2023-08-07,15
SKU_139,2023-08-14,1
SKU_139,2023-08-21,4
SKU_139,2023-08-28,18
SKU_139,2023-09-04,17
SKU_139,2023-09-11,15
SKU_139,2023-09-25,20
SKU_139,2023-10-02,6
SKU_139,2023-10-16,16
SKU_139,2023-10-23,9
SKU_139,2023-10-30,21
SKU_139,2023-11-06,15
SKU_139,2023-11-20,18
SKU_139,2023-11-27,6
SKU_139,2023-12-04,7
SKU_139,2023-12-11,15
SKU_139,2023-12-25,15
SKU_139,2024-01-01,18
SKU_139,2024-01-08,16
SKU_139,2024-01-22,46
SKU_139,2024-01-29,7
SKU_139,2024-02-19,11
SKU_139,2024-03-04,10
SKU_139,2024-03-18,19
SKU_139,2024-03-25,11
SKU_139,2024-04-01,21
SKU_139,2024-04-08,17
SKU_139,2024-04-15,15
SKU_139,2024-04-22,14
SKU_139,2024-04-29,46
SKU_139,2024-05-06,4
SKU_139,2024-06-03,37
SKU_139,2024-06-10,1
SKU_139,2024-06-17,38
SKU_140,2023-01-02,13
SKU_140,2023-01-09,34
SKU_140,2023-01-16,7
SKU_140,2023-01-23,20
SKU_140,2023-01-30,52
SKU_140,2023-02-06,20
SKU_140,2023-02-13,14
SKU_140,2023-02-20,13
SKU_140,2023-02-27,28
SKU_140,2023-03-13,11
SKU_140,2023-03-20,40
SKU_140,2023-03-27,51
SKU_140,2023-04-03,20
SKU_140,2023-04-10,31
SKU_140,2023-04-17,38
SKU_140,2023-05-01,6
SKU_140,2023-05-08,37
SKU_140,2023-05-22,19
SKU_140,2023-05-29,5
SKU_140,2023-06-05,12
SKU_140,2023-06-26,28
SKU_140,2023-07-17,14
SKU_140,2023-07-24,45
SKU_140,2023-08-14,23
SKU_140,2023-08-21,4
SKU_140,2023-08-28,48
SKU_140,2023-09-04,12
SKU_140,2023-09-11,23
SKU_140,2023-09-25,1
SKU_140,2023-10-02,16
SKU_140,2023-10-16,13
SKU_140,2023-10-23,1
SKU_140,2023-10-30,15
SKU_140,2023-11-06,8
SKU_140,2023-11-13,15
SKU_140,2023-11-20,19
SKU_140,2023-11-27,16
SKU_140,2023-12-04,10
SKU_140,2023-12-11,11
SKU_140,2023-12-18,11
SKU_140,2023-12-25,7
SKU_140,2024-01-08,15
SKU_140,2024-01-15,24
SKU_140,2024-01-29,16
SKU_140,2024-02-05,23
SKU_140,2024-02-26,27
SKU_140,2024-03-04,50
SKU_140,2024-03-11,1
SKU_140,2024-03-18,49
SKU_140,2024-03-25,31
SKU_140,2024-04-08,6
SKU_140,2024-04-15,24
SKU_140,2024-04-29,14
SKU_140,2024-05-20,6
SKU_140,2024-05-27,6
SKU_140,2024-06-10,10
SKU_141,2022-12-26,16
SKU_141,2023-01-09,30
SKU_141,2023-01-16,11
SKU_141,2023-01-23,15
SKU_141,2023-01-30,43
SKU_141,2023-02-06,5
SKU_141,2023-02-13,2
SKU_141,2023-02-20,15
SKU_141,2023-03-13,14
SKU_141,2023-03-20,17
SKU_141,2023-03-27,20
SKU_141,2023-04-03,19
SKU_141,2023-04-17,29
SKU_141,2023-04-24,20
SKU_141,2023-05-01,14
SKU_141,2023-05-08,3
SKU_141,2023-05-15,3
SKU_141,2023-05-22,22
SKU_141,2023-06-05,16
SKU_141,2023-06-12,11
SKU_141,2023-06-19,7
SKU_141,2023-06-26,11
SKU_141,2023-07-10,7
SKU_141,2023-07-24,10
SKU_141,2023-07-31,35
SKU_141,2023-08-07,6
SKU_141,2023-08-14,18
SKU_141,2023-08-21,19
SKU_141,2023-08-28,12
SKU_141,2023-09-04,36
SKU_141,2023-09-11,33
SKU_141,2023-09-18,18
SKU_141,2023-09-25,14
SKU_141,2023-10-02,51
SKU_141,2023-10-09,5
SKU_141,2023-10-23,31
SKU_141,2023-11-06,27
SKU_141,2023-11-13,19
SKU_141,2023-11-20,11
SKU_141,2023-12-18,15
SKU_141,2023-12-25,12
SKU_141,2024-02-05,29
SKU_141,2024-02-12,18
SKU_141,2024-02-19,34
SKU_141,2024-03-04,27
SKU_141,2024-03-18,33
SKU_141,2024-03-25,30
SKU_141,2024-04-08,19
SKU_141,2024-04-15,2
SKU_141,2024-04-22,18
SKU_141,2024-04-29,19
SKU_141,2024-05-06,3
SKU_141,2024-05-13,17
SKU_141,2024-05-20,19
SKU_141,2024-05-27,1
SKU_141,2024-06-03,30
SKU_141,2024-06-10,49
SKU_141,2024-06-17,1
SKU_142,2023-01-09,18
SKU_142,2023-01-16,29
SKU_142,2023-01-30,10
SKU_142,2023-02-06,11
SKU_142,2023-02-13,28
SKU_142,2023-02-27,8
SKU_142,2023-03-13,20
SKU_142,2023-03-27,15
SKU_142,2023-04-03,10
SKU_142,2023-04-10,2
SKU_142,2023-04-17,23
SKU_142,2023-04-24,6
SKU_142,2023-05-01,20
SKU_142,2023-05-08,2
SKU_142,2023-07-03,17
SKU_142,2023-07-17,16
SKU_142,2023-07-24,16
SKU_142,2023-07-31,25
SKU_142,2023-08-14,22
SKU_142,2023-08-28,11
SKU_142,2023-09-04,35
SKU_142,2023-09-11,15
SKU_142,2023-09-18,17
SKU_142,2023-09-25,20
SKU_142,2023-10-02,27
SKU_142,2023-10-16,37
SKU_142,2023-10-23,8
SKU_142,2023-10-30,4
SKU_142,2023-11-06,21
SKU_142,2023-11-13,15
SKU_142,2023-11-27,28
SKU_142,2023-12-04,21
SKU_142,2023-12-11,30
SKU_142,2023-12-18,7
SKU_142,2024-01-01,7
SKU_142,2024-01-08,17
SKU_142,2024-01-15,19
SKU_142,2024-01-22,3
SKU_142,2024-01-29,13
SKU_142,2024-02-12,11
SKU_142,2024-02-19,3
SKU_142,2024-02-26,20
SKU_142,2024-03-04,29
SKU_142,2024-03-11,28
SKU_142,2024-03-18,20
SKU_142,2024-04-01,17
SKU_142,2024-04-08,18
SKU_142,2024-04-15,33
SKU_142,2024-04-22,16
SKU_142,2024-04-29,12
SKU_142,2024-05-06,19
SKU_142,2024-05-13,36
SKU_142,2024-05-20,3
SKU_142,2024-06-03,18
SKU_142,2024-06-10,12
SKU_142,2024-06-17,8
SKU_143,2023-01-02,10
SKU_143,2023-01-09,20
SKU_143,2023-01-16,18
SKU_143,2023-01-23,32
SKU_143,2023-01-30,48
SKU_143,2023-02-06,15
SKU_143,2023-02-20,10
SKU_143,2023-02-27,9
SKU_143,2023-03-06,2
SKU_143,2023-03-13,1
SKU_143,2023-03-27,11
SKU_143,2023-04-03,42
SKU_143,2023-04-17,6
SKU_143,2023-04-24,37
SKU_143,2023-05-15,3
SKU_143,2023-05-22,20
SKU_143,2023-05-29,35
SKU_143,2023-06-05,21
SKU_143,2023-06-12,17
SKU_143,2023-06-26,16
SKU_143,2023-07-03,35
SKU_143,2023-07-17,8
SKU_143,2023-07-24,39
SKU_143,2023-07-31,8
SKU_143,2023-08-14,24
SKU_143,2023-08-21,67
SKU_143,2023-08-28,15
SKU_143,2023-09-04,8
SKU_143,2023-09-11,6
SKU_143,2023-09-25,74
SKU_143,2023-10-02,58
SKU_143,2023-10-09,19
SKU_143,2023-10-16,2
SKU_143,2023-11-06,28
SKU_143,2023-11-13,7
SKU_143,2023-11-20,2
SKU_143,2023-11-27,44
SKU_143,2023-12-04,33
SKU_143,2023-12-11,26
SKU_143,2023-12-25,34
SKU_143,2024-01-15,22
SKU_143,2024-02-05,14
SKU_143,2024-02-12,8
SKU_143,2024-02-26,17
SKU_143,2024-03-04,6
SKU_143,2024-03-11,2
SKU_143,2024-03-18,25
SKU_143,2024-04-01,6
SKU_143,2024-04-08,20
SKU_143,2024-04-15,38
SKU_143,2024-04-22,52
SKU_143,2024-05-06,28
SKU_143,2024-05-13,32
SKU_143,2024-05-20,27
SKU_143,2024-05-27,4
SKU_143,2024-06-03,3
SKU_143,2024-06-10,7
SKU_143,2024-06-17,1
SKU_144,2023-01-02,16
SKU_144,2023-01-23,36
SKU_144,2023-01-30,16
SKU_144,2023-02-06,6
SKU_144,2023-02-13,18
SKU_144,2023-02-20,7
SKU_144,2023-03-06,2
SKU_144,2023-03-13,8
SKU_144,2023-03-27,15
SKU_144,2023-04-17,43
SKU_144,2023-05-01,16
SKU_144,2023-05-08,24
SKU_144,2023-05-29,3
SKU_144,2023-06-05,14
SKU_144,2023-06-12,39
SKU_144,2023-06-19,13
SKU_144,2023-07-03,20
SKU_144,2023-07-10,18
SKU_144,2023-08-07,38
SKU_144,2023-08-14,3
SKU_144,2023-08-28,9
SKU_144,2023-09-04,18
SKU_144,2023-09-11,15
SKU_144,2023-09-18,25
SKU_144,2023-10-02,13
SKU_144,2023-10-09,22
SKU_144,2023-10-16,46
SKU_144,2023-10-23,5
SKU_144,2023-11-06,3
SKU_144,2023-11-13,10
SKU_144,2023-11-20,4
SKU_144,2023-12-11,12
SKU_144,2023-12-18,8
SKU_144,2024-01-01,10
SKU_144,2024-01-15,17
SKU_144,2024-01-22,12
SKU_144,2024-01-29,13
SKU_144,2024-02-05,11
SKU_144,2024-02-12,15
SKU_144,2024-02-19,18
SKU_144,2024-02-26,20
SKU_144,2024-03-11,36
SKU_144,2024-04-08,6
SKU_144,2024-04-29,45
SKU_144,2024-05-06,7
SKU_144,2024-05-13,23
SKU_144,2024-05-20,5
SKU_144,2024-05-27,1
SKU_144,2024-06-03,6
SKU_144,2024-06-10,18
SKU_144,2024-06-24,5
SKU_145,2022-12-26,4
SKU_145,2023-01-02,11
SKU_145,2023-01-09,43
SKU_145,2023-01-23,11
SKU_145,2023-02-06,5
SKU_145,2023-02-13,1
SKU_145,2023-02-20,5
SKU_145,2023-02-27,21
SKU_145,2023-03-13,17
SKU_145,2023-03-20,8
SKU_145,2023-03-27,13
SKU_145,2023-04-03,1
SKU_145,2023-04-10,29
SKU_145,2023-04-17,6
SKU_145,2023-05-01,22
SKU_145,2023-05-15,4
SKU_145,2023-05-22,9
SKU_145,2023-05-29,21
SKU_145,2023-06-12,43
SKU_145,2023-06-19,39
SKU_145,2023-06-26,31
SKU_145,2023-07-03,11
SKU_145,2023-07-10,1
SKU_145,2023-07-17,16
SKU_145,2023-07-31,19
SKU_145,2023-08-14,12
SKU_145,2023-08-28,5
SKU_145,2023-09-04,8
SKU_145,2023-09-11,12
SKU_145,2023-09-25,8
SKU_145,2023-10-09,5
SKU_145,2023-10-16,14
SKU_145,2023-10-23,8
SKU_145,2023-10-30,3
SKU_145,2023-11-13,2
SKU_145,2023-11-27,4
SKU_145,2023-12-04,28
SKU_145,2023-12-11,17
SKU_145,2023-12-25,41
SKU_145,2024-01-01,20
SKU_145,2024-01-08,5
SKU_145,2024-01-15,6
SKU_145,2024-01-22,29
SKU_145,2024-01-29,29
SKU_145,2024-02-05,14
SKU_145,2024-02-12,9
SKU_145,2024-02-26,9
SKU_145,2024-03-04,32
SKU_145,2024-03-11,13
SKU_145,2024-03-18,4
SKU_145,2024-03-25,11
SKU_145,2024-04-01,33
SKU_145,2024-04-08,10
SKU_145,2024-04-15,6
SKU_145,2024-04-29,11
SKU_145,2024-05-13,17
SKU_145,2024-05-20,20
SKU_145,2024-05-27,33
SKU_145,2024-06-03,22
SKU_146,2023-01-02,44
SKU_146,2023-01-09,8
SKU_146,2023-01-23,9
SKU_146,2023-02-06,4
SKU_146,2023-02-13,29
SKU_146,2023-02-20,47
SKU_146,2023-03-06,19
SKU_146,2023-03-13,7
SKU_146,2023-03-20,19
SKU_146,2023-04-03,18
SKU_146,2023-04-10,13
SKU_146,2023-04-24,15
SKU_146,2023-05-01,35
SKU_146,2023-05-08,29
SKU_146,2023-05-15,5
SKU_146,2023-05-22,29
SKU_146,2023-05-29,35
SKU_146,2023-06-05,23
SKU_146,2023-06-19,9
SKU_146,2023-06-26,20
SKU_146,2023-07-03,24
SKU_146,2023-07-10,13
SKU_146,2023-07-17,19
SKU_146,2023-07-24,5
SKU_146,2023-07-31,3
SKU_146,2023-08-07,15
SKU_146,2023-08-14,39
SKU_146,2023-08-21,15
SKU_146,2023-08-28,13
SKU_146,2023-09-04,13
SKU_146,2023-09-11,13
SKU_146,2023-09-18,8
SKU_146,2023-09-25,15
SKU_146,2023-10-02,1
SKU_146,2023-10-09,14
SKU_146,2023-10-16,16
SKU_146,2023-10-30,6
SKU_146,2023-11-06,51
SKU_146,2023-11-13,19
SKU_146,2023-12-11,37
SKU_146,2023-12-18,3
SKU_146,2023-12-25,27
SKU_146,2024-01-01,9
SKU_146,2024-01-15,49
SKU_146,2024-01-22,12
SKU_146,2024-02-05,6
SKU_146,2024-02-12,45
SKU_146,2024-02-26,29
SKU_146,2024-03-04,24
SKU_146,2024-03-11,37
SKU_146,2024-03-18,14
SKU_146,2024-03-25,4
SKU_146,2024-04-01,9
SKU_146,2024-04-22,30
SKU_146,2024-04-29,17
SKU_146,2024-05-06,9
SKU_146,2024-05-20,11
SKU_146,2024-05-27,10
SKU_146,2024-06-10,9
SKU_147,2023-01-02,26
SKU_147,2023-01-09,32
SKU_147,2023-01-23,2
SKU_147,2023-02-13,48
SKU_147,2023-02-27,15
SKU_147,2023-03-06,7
SKU_147,2023-03-20,4
SKU_147,2023-03-27,52
SKU_147,2023-04-10,7
SKU_147,2023-04-24,14
SKU_147,2023-05-01,35
SKU_147,2023-05-08,2
SKU_147,2023-05-15,13
SKU_147,2023-05-22,28
SKU_147,2023-05-29,15
SKU_147,2023-06-05,17
SKU_147,2023-06-12,14
SKU_147,2023-06-19,41
SKU_147,2023-06-26,33
SKU_147,2023-07-10,8
SKU_147,2023-07-17,15
SKU_147,2023-07-31,31
SKU_147,2023-08-07,11
SKU_147,2023-08-14,13
SKU_147,2023-08-21,16
SKU_147,2023-09-04,87
SKU_147,2023-09-11,6
SKU_147,2023-09-18,6
SKU_147,2023-09-25,12
SKU_147,2023-10-09,32
SKU_147,2023-10-16,24
SKU_147,2023-10-23,23
SKU_147,2023-10-30,13
SKU_147,2023-11-06,8
SKU_147,2023-11-13,9
SKU_147,2023-11-20,43
SKU_147,2023-11-27,20
SKU_147,2023-12-04,10
SKU_147,2023-12-11,11
SKU_147,2023-12-18,61
SKU_147,2024-01-01,14
SKU_147,2024-01-15,13
SKU_147,2024-01-29,30
SKU_147,2024-02-12,4
SKU_147,2024-02-19,35
SKU_147,2024-02-26,3
SKU_147,2024-03-04,15
SKU_147,2024-03-18,15
SKU_147,2024-04-01,22
SKU_147,2024-04-08,15
SKU_147,2024-04-15,4
SKU_147,2024-04-22,20
SKU_147,2024-05-06,18
SKU_147,2024-05-13,12
SKU_147,2024-05-20,23
SKU_147,2024-05-27,2
SKU_147,2024-06-17,20
SKU_148,2023-01-02,5
SKU_148,2023-01-09,19
SKU_148,2023-01-16,7
SKU_148,2023-01-23,4
SKU_148,2023-01-30,35
SKU_148,2023-02-06,17
SKU_148,2023-02-13,38
SKU_148,2023-02-20,27
SKU_148,2023-02-27,5
SKU_148,2023-03-06,56
SKU_148,2023-03-13,39
SKU_148,2023-03-20,26
SKU_148,2023-03-27,3
SKU_148,2023-04-10,14
SKU_148,2023-04-17,28
SKU_148,2023-04-24,1
SKU_148,2023-05-01,20
SKU_148,2023-05-15,18
SKU_148,2023-05-22,19
SKU_148,2023-05-29,35
SKU_148,2023-06-05,19
SKU_148,2023-06-12,17
SKU_148,2023-06-19,21
SKU_148,2023-06-26,15
SKU_148,2023-07-03,19
SKU_148,2023-07-10,2
SKU_148,2023-07-17,13
SKU_148,2023-07-24,59
SKU_148,2023-07-31,21
SKU_148,2023-08-07,2
SKU_148,2023-08-14,32
SKU_148,2023-09-04,11
SKU_148,2023-09-11,9
SKU_148,2023-09-18,19
SKU_148,2023-09-25,24
SKU_148,2023-10-02,15
SKU_148,2023-10-16,23
SKU_148,2023-10-23,19
SKU_148,2023-11-06,12
SKU_148,2023-11-13,19
SKU_148,2023-11-20,1
SKU_148,2023-11-27,11
SKU_148,2023-12-04,25
SKU_148,2023-12-11,20
SKU_148,2023-12-18,20
SKU_148,2024-01-01,26
SKU_148,2024-01-08,25
SKU_148,2024-01-15,13
SKU_148,2024-01-22,30
SKU_148,2024-01-29,33
SKU_148,2024-02-05,20
SKU_148,2024-02-12,19
SKU_148,2024-02-19,8
SKU_148,2024-02-26,25
SKU_148,2024-03-11,8
SKU_148,2024-03-25,16
SKU_148,2024-04-08,16
SKU_148,2024-04-15,1
SKU_148,2024-04-22,13
SKU_148,2024-04-29,25
SKU_148,2024-05-13,2
SKU_148,2024-05-27,20
SKU_148,2024-06-03,8
SKU_148,2024-06-17,14
SKU_149,2022-12-26,6
SKU_149,2023-01-02,48
SKU_149,2023-01-09,9
SKU_149,2023-01-16,15
SKU_149,2023-01-23,35
SKU_149,2023-01-30,4
SKU_149,2023-02-06,54
SKU_149,2023-02-13,8
SKU_149,2023-02-20,52
SKU_149,2023-02-27,1
SKU_149,2023-03-06,4
SKU_149,2023-03-13,16
SKU_149,2023-03-20,16
SKU_149,2023-04-03,8
SKU_149,2023-04-10,1
SKU_149,2023-04-17,14
SKU_149,2023-04-24,28
SKU_149,2023-05-01,6
SKU_149,2023-05-08,14
SKU_149,2023-05-22,8
SKU_149,2023-05-29,12
SKU_149,2023-06-19,8
SKU_149,2023-07-17,35
SKU_149,2023-07-31,9
SKU_149,2023-08-07,29
SKU_149,2023-08-14,27
SKU_149,2023-08-21,32
SKU_149,2023-08-28,3
SKU_149,2023-09-11,19
SKU_149,2023-09-18,15
SKU_149,2023-09-25,19
SKU_149,2023-10-02,29
SKU_149,2023-10-09,9
SKU_149,2023-10-16,9
SKU_149,2023-10-23,17
SKU_149,2023-10-30,9
SKU_149,2023-11-06,10
SKU_149,2023-11-13,11
SKU_149,2023-11-20,14
SKU_149,2023-12-04,8
SKU_149,2023-12-11,25
SKU_149,2023-12-25,3
SKU_149,2024-01-08,48
SKU_149,2024-01-15,10
SKU_149,2024-02-12,22
SKU_149,2024-02-19,23
SKU_149,2024-02-26,8
SKU_149,2024-03-04,37
SKU_149,2024-03-18,28
SKU_149,2024-03-25,16
SKU_149,2024-04-08,30
SKU_149,2024-04-15,3
