customer_id,points_earned,txn_amount,txn_date
CUST_2833,257,62.48,2023-07-19
CUST_3770,303,200.82,2023-11-12
CUST_2365,470,125.89,2024-02-15
CUST_38,415,188.66,2023-01-13
CUST_4512,176,290.78,2024-05-26
CUST_810,121,263.31,2023-04-27
CUST_3301,80,128.66,2024-03-08
CUST_4860,112,197.28,2023-01-12
CUST_875,235,65.06,2023-08-09
CUST_1513,118,150.76,2023-05-06
CUST_4035,144,241.02,2024-06-04
CUST_4343,490,235.83,2023-03-29
CUST_1372,336,85.63,2023-05-24
CUST_4786,183,285.42,2024-03-30
CUST_1503,377,194.09,2023-10-26
CUST_4284,379,60.9,2023-09-05
CUST_2778,217,152.61,2024-03-14
CUST_2329,130,11.39,2023-11-29
CUST_2585,359,67.1,2023-01-17
CUST_2933,405,226.27,2024-06-24
CUST_778,104,264.46,2024-01-10
CUST_3686,76,94.91,2024-04-25
CUST_353,115,265.07,2023-08-18
CUST_4658,256,101.18,2023-12-12
CUST_2296,53,52.47,2023-08-07
CUST_1430,372,286.76,2023-07-17
CUST_2130,453,296.54,2023-03-23
CUST_3682,98,60.44,2023-08-06
CUST_2226,210,145.28,2023-03-10
CUST_3521,184,157.27,2023-12-05
CUST_1991,153,123.99,2023-12-20
CUST_1205,279,250.28,2023-09-08
CUST_1534,289,45.48,2024-06-22
CUST_4128,127,75.96,2024-02-02
CUST_2578,88,267.09,2024-02-03
CUST_4253,139,150.5,2023-01-02
CUST_2392,486,197.13,2024-01-17
CUST_3880,101,125.1,2023-04-01
CUST_139,366,59.7,2024-04-07
CUST_2010,456,227.49,2024-04-24
CUST_1986,235,99.01,2023-04-23
CUST_3289,214,207.13,2023-12-07
CUST_1856,82,225.3,2023-10-24
CUST_2497,373,190.46,2023-10-13
CUST_4750,213,245.53,2024-01-17
CUST_3653,385,195.85,2024-05-05
CUST_3573,434,268.86,2023-04-24
CUST_437,117,240.48,2024-01-14
CUST_3063,372,59.0,2023-04-29
CUST_4746,261,51.28,2023-04-16
CUST_3166,246,195.57,2024-01-18
CUST_3105,360,172.52,2023-01-15
CUST_466,405,157.44,2024-01-02
CUST_864,246,159.25,2023-05-23
CUST_3622,31,196.34,2023-01-19
CUST_3146,37,83.27,2023-04-12
CUST_2558,259,82.7,2023-10-11
CUST_154,292,53.98,2023-04-03
CUST_4281,354,252.11,2023-01-08
CUST_1133,230,183.25,2023-01-30
CUST_3377,324,173.54,2024-01-22
CUST_211,392,239.36,2023-12-20
CUST_113,403,262.73,2023-05-29
CUST_4301,169,95.39,2023-07-07
CUST_1957,391,47.82,2023-03-18
CUST_3835,342,38.27,2023-11-01
CUST_2295,487,76.55,2023-06-30
CUST_3254,132,127.94,2023-08-24
CUST_3574,411,292.54,2024-04-27
CUST_3699,20,292.84,2023-05-26
CUST_410,421,85.21,2024-02-14
CUST_2856,207,291.72,2023-05-19
CUST_187,149,274.42,2023-06-19
CUST_3754,226,285.99,2023-04-04
CUST_230,113,74.0,2024-03-26
CUST_2089,183,96.98,2023-11-02
CUST_1718,255,55.39,2023-06-13
CUST_4785,427,141.96,2023-07-14
CUST_603,347,166.42,2023-05-11
CUST_4955,487,84.72,2023-04-11
CUST_4374,98,135.01,2024-04-24
CUST_4556,68,220.92,2023-08-20
CUST_1126,421,216.39,2023-06-08
CUST_34,151,197.63,2023-06-14
CUST_3950,212,69.03,2024-04-25
CUST_1005,125,127.31,2023-02-23
CUST_2104,391,232.24,2024-06-16
CUST_4210,413,225.76,2024-01-19
CUST_937,40,124.89,2023-10-14
CUST_1398,244,121.11,2023-05-17
CUST_722,305,286.54,2023-09-20
CUST_883,301,260.28,2023-04-02
CUST_4422,236,161.57,2023-03-02
CUST_3608,461,206.8,2023-08-17
CUST_120,303,148.75,2024-02-11
CUST_324,199,44.31,2023-08-24
CUST_4840,205,273.92,2023-11-13
CUST_4195,114,130.78,2024-04-24
CUST_4369,171,180.22,2023-03-10
CUST_4103,399,61.91,2024-04-04
CUST_875,85,148.66,2023-09-20
CUST_2916,372,244.9,2023-06-04
CUST_2239,283,236.83,2023-05-05
CUST_161,181,288.25,2023-08-24
CUST_2196,445,266.89,2023-02-09
CUST_3370,215,297.78,2023-12-20
CUST_2025,322,100.61,2024-05-15
CUST_4996,256,153.01,2023-03-29
CUST_563,77,149.1,2023-08-21
CUST_762,36,254.06,2024-04-29
CUST_4891,416,110.12,2024-05-12
CUST_4528,262,45.75,2024-04-26
CUST_2901,277,274.05,2023-05-31
CUST_283,37,142.33,2023-04-01
CUST_2439,493,117.82,2023-04-18
CUST_3634,433,119.96,2024-01-25
CUST_2962,403,271.88,2023-10-09
CUST_853,197,178.31,2023-04-14
CUST_3545,498,271.01,2024-04-04
CUST_810,33,40.52,2023-06-10
CUST_1201,18,207.84,2024-03-14
CUST_3049,16,288.17,2024-03-21
CUST_777,425,54.85,2024-04-27
CUST_4108,378,224.72,2024-05-27
CUST_2122,30,106.9,2024-02-10
CUST_1012,190,246.56,2023-07-19
CUST_4215,319,95.41,2024-02-02
CUST_2419,372,232.91,2024-02-27
CUST_3972,262,70.19,2023-03-28
CUST_2001,33,290.95,2024-03-23
CUST_3648,165,206.85,2023-05-20
CUST_1216,434,189.09,2023-09-07
CUST_133,45,227.03,2023-05-28
CUST_2882,331,69.76,2023-10-12
CUST_2762,442,198.55,2023-09-29
CUST_1059,389,230.32,2023-03-13
CUST_1673,212,211.71,2023-11-06
CUST_2059,344,298.15,2023-11-02
CUST_1102,159,140.81,2023-05-04
CUST_1999,27,280.33,2023-12-28
CUST_4726,352,48.88,2023-01-11
CUST_2103,318,145.48,2023-11-08
CUST_665,62,10.03,2023-01-10
CUST_2098,427,151.41,2024-03-08
CUST_199,96,13.0,2023-05-23
CUST_2784,327,275.74,2023-11-25
CUST_4659,274,142.51,2023-09-24
CUST_1496,450,186.15,2023-07-01
CUST_3263,174,53.83,2023-05-07
CUST_4910,29,85.0,2023-01-26
CUST_3728,486,267.87,2023-03-05
CUST_3519,259,16.68,2024-03-18
CUST_3168,150,249.51,2023-06-08
CUST_416,201,132.58,2024-05-03
CUST_3196,212,91.5,2023-01-08
CUST_330,90,246.34,2023-01-17
CUST_4591,214,232.36,2023-04-13
CUST_1732,223,92.11,2023-06-29
CUST_2983,208,54.92,2024-01-15
CUST_2112,79,56.64,2023-12-31
CUST_198,499,128.37,2023-12-27
CUST_2481,139,37.06,2023-02-08
CUST_3822,484,284.06,2024-02-18
CUST_4248,159,178.81,2023-06-27
CUST_2792,121,238.73,2023-11-11
CUST_2703,218,196.85,2023-05-20
CUST_266,423,299.21,2023-04-12
CUST_4902,60,288.44,2024-01-21
CUST_1051,272,236.3,2024-02-20
CUST_2818,28,202.08,2024-03-31
CUST_2916,357,254.69,2024-03-16
CUST_1453,311,157.48,2024-02-27
CUST_1714,332,50.34,2023-05-24
CUST_3052,391,295.3,2024-05-15
CUST_1104,312,191.85,2023-01-11
CUST_11,211,184.98,2023-04-25
CUST_1996,219,282.58,2023-09-29
CUST_4730,208,143.99,2023-10-26
CUST_673,185,285.88,2023-07-30
CUST_4469,498,68.14,2024-03-07
CUST_260,452,164.5,2023-11-14
CUST_4528,53,66.06,2023-03-16
CUST_727,197,43.84,2023-11-28
CUST_4073,166,221.19,2023-10-09
CUST_4312,275,236.84,2023-05-22
CUST_323,499,213.38,2023-05-03
CUST_2035,306,76.47,2024-02-24
CUST_396,54,59.43,2023-06-25
CUST_3927,428,129.91,2024-05-01
CUST_1200,117,85.98,2023-03-04
CUST_734,186,142.12,2023-09-09
CUST_2840,388,29.67,2023-10-09
CUST_2229,429,70.61,2023-08-22
CUST_3118,14,151.1,2023-02-23
CUST_1692,45,76.14,2023-05-08
CUST_1647,252,135.61,2023-09-16
CUST_2723,432,134.89,2023-05-09
CUST_1822,426,141.21,2023-08-18
CUST_2708,384,273.17,2023-05-25
CUST_3241,228,141.47,2023-06-28
CUST_1670,460,292.82,2023-01-07
CUST_654,15,74.25,2023-11-29
CUST_4024,221,138.23,2023-01-03
CUST_343,18,254.74,2023-02-18
CUST_1159,265,60.33,2023-07-18
CUST_1039,362,223.8,2023-10-05
CUST_80,326,108.16,2023-07-30
CUST_1091,154,144.03,2023-03-25
CUST_714,349,63.33,2023-09-18
CUST_2165,130,125.59,2023-12-12
CUST_1450,443,264.81,2023-10-10
CUST_4829,493,248.86,2024-02-19
CUST_2052,182,10.23,2024-05-27
CUST_3827,137,194.47,2023-08-08
CUST_3475,327,170.13,2024-03-29
CUST_3498,20,175.56,2023-12-23
CUST_2430,265,86.56,2023-07-04
CUST_875,21,26.14,2023-02-11
CUST_1366,10,51.19,2023-07-05
CUST_4206,200,233.08,2023-12-12
CUST_2724,439,267.08,2024-02-26
CUST_1722,179,297.39,2023-09-15
CUST_3077,193,78.26,2023-06-13
CUST_3436,161,50.96,2024-03-24
CUST_2253,62,204.85,2023-08-16
CUST_2117,399,65.59,2024-05-18
CUST_963,70,230.5,2024-04-14
CUST_858,380,226.4,2023-03-14
CUST_1630,114,215.61,2023-11-01
CUST_523,431,84.11,2023-09-06
CUST_2333,458,72.01,2023-08-10
CUST_1764,330,158.3,2024-06-06
CUST_1610,398,95.85,2023-11-28
CUST_1567,27,36.82,2024-03-05
CUST_3821,307,88.55,2024-03-30
CUST_2657,336,173.28,2023-01-12
CUST_4885,18,73.94,2024-02-23
CUST_545,118,222.56,2024-04-15
CUST_3861,500,119.26,2023-01-03
CUST_4473,166,38.72,2023-09-13
CUST_3323,66,199.55,2023-07-19
CUST_1724,229,187.81,2023-04-27
CUST_4691,116,172.68,2024-05-06
CUST_3221,386,31.31,2023-01-27
CUST_775,391,116.5,2023-02-17
CUST_1102,181,131.16,2023-12-22
CUST_3566,254,96.95,2024-04-28
CUST_4212,192,87.19,2024-06-10
CUST_615,112,29.91,2023-06-03
CUST_419,197,268.84,2024-04-12
CUST_4782,190,74.02,2024-06-18
CUST_2474,193,289.57,2024-03-19
CUST_3670,206,226.58,2024-05-13
CUST_478,200,264.15,2023-08-28
CUST_486,180,245.74,2023-07-12
CUST_437,39,226.86,2023-04-25
CUST_102,381,246.13,2023-03-20
CUST_2608,115,61.33,2023-06-24
CUST_1927,322,130.18,2023-04-12
CUST_1852,61,146.17,2023-07-19
CUST_3425,122,80.02,2024-05-19
CUST_3766,393,266.52,2023-03-02
CUST_3232,271,66.84,2023-10-25
CUST_4482,57,176.81,2024-05-30
CUST_2937,157,92.81,2023-05-18
CUST_413,206,62.02,2023-08-09
CUST_3777,135,200.75,2023-03-19
CUST_1414,129,20.99,2023-06-20
CUST_540,254,245.73,2024-01-15
CUST_2410,481,229.07,2023-07-01
CUST_704,261,24.52,2023-04-09
CUST_4276,409,214.08,2023-08-14
CUST_4194,473,28.94,2024-03-08
CUST_4028,399,177.4,2023-09-22
CUST_2170,492,102.28,2023-03-07
CUST_1097,407,27.92,2023-11-27
CUST_810,301,76.12,2023-09-12
CUST_600,426,252.94,2023-09-19
CUST_4236,69,165.07,2023-12-27
CUST_959,244,120.27,2023-02-13
CUST_913,334,240.13,2024-05-24
CUST_4929,411,261.19,2024-04-21
CUST_2126,36,108.17,2023-10-27
CUST_2397,386,240.82,2023-03-20
CUST_4016,490,69.03,2024-06-09
CUST_3010,92,47.97,2023-11-17
CUST_1505,485,137.1,2023-08-25
CUST_2983,111,265.48,2023-05-13
CUST_1183,334,60.81,2023-10-19
CUST_1053,35,128.61,2023-09-07
CUST_3281,280,133.8,2023-02-22
CUST_461,278,235.23,2023-01-06
CUST_360,441,190.69,2023-12-14
CUST_125,64,169.49,2023-07-14
CUST_1143,15,56.78,2024-02-19
CUST_2417,48,165.32,2024-06-24
CUST_2054,75,229.86,2024-01-01
CUST_735,295,164.58,2023-05-06
CUST_3354,326,282.04,2023-05-22
CUST_3880,210,209.0,2023-06-22
CUST_1283,212,88.56,2024-04-09
CUST_384,460,249.15,2023-10-28
CUST_4375,106,126.8,2024-06-12
CUST_3151,123,75.1,2023-11-18
CUST_2267,163,41.73,2023-04-25
CUST_4609,473,104.73,2024-06-04
CUST_1967,25,211.86,2024-01-11
CUST_1444,380,275.01,2024-01-14
CUST_1956,278,94.11,2023-08-12
CUST_1957,274,267.55,2023-09-22
CUST_1853,375,72.59,2024-02-12
CUST_2199,443,35.48,2023-04-24
CUST_4018,229,92.34,2024-02-20
CUST_3598,283,132.49,2023-02-16
CUST_4982,243,152.58,2023-02-19
CUST_3806,412,88.35,2024-04-17
CUST_2498,425,256.88,2023-05-07
CUST_3881,349,57.22,2023-05-11
CUST_4835,73,32.71,2023-09-23
CUST_3109,95,244.79,2023-06-11
CUST_4132,65,260.7,2023-01-19
CUST_3264,441,113.59,2023-09-11
CUST_3416,421,213.48,2023-11-03
CUST_3951,117,186.22,2023-12-12
CUST_2337,500,25.89,2024-01-05
CUST_4020,445,284.08,2023-05-18
CUST_2791,71,86.81,2023-03-02
CUST_3676,402,264.63,2023-04-12
CUST_3503,456,221.81,2023-03-20
CUST_1955,80,280.72,2023-04-12
CUST_3190,316,23.63,2023-03-04
CUST_176,75,87.57,2023-03-04
CUST_2243,176,183.96,2023-06-21
CUST_3632,422,170.3,2023-10-31
CUST_184,374,126.66,2023-11-27
CUST_867,356,111.93,2023-07-25
CUST_1071,279,111.51,2024-01-27
CUST_1369,368,80.73,2023-08-24
CUST_4752,488,33.47,2023-03-27
CUST_2176,232,149.55,2023-10-24
CUST_3224,298,159.16,2024-05-23
CUST_2053,30,122.61,2023-05-25
CUST_1374,68,273.61,2023-10-22
CUST_289,93,162.7,2023-06-03
CUST_1761,121,164.67,2023-09-05
CUST_1633,443,235.47,2023-01-28
CUST_2165,350,97.92,2023-06-25
CUST_2804,167,298.45,2023-06-12
CUST_3200,86,230.77,2024-02-28
CUST_4235,292,73.14,2024-05-09
CUST_3340,416,193.41,2024-01-21
CUST_2116,189,246.0,2023-06-27
CUST_3334,480,256.6,2024-06-14
CUST_2210,274,162.09,2023-01-06
CUST_3733,283,239.35,2024-05-16
CUST_4407,266,95.26,2023-01-22
CUST_954,452,34.67,2023-12-18
CUST_4928,334,183.07,2023-02-15
CUST_4859,177,183.8,2023-07-01
CUST_2965,217,232.71,2024-06-12
CUST_1272,434,149.78,2023-05-30
CUST_4793,331,15.06,2023-02-04
CUST_3491,12,219.38,2024-03-05
CUST_2229,482,10.14,2023-12-21
CUST_2992,405,139.96,2024-05-02
CUST_3944,487,174.25,2023-07-09
CUST_929,96,167.7,2023-04-07
CUST_1142,100,55.81,2023-06-25
CUST_2394,84,179.5,2024-05-25
CUST_3975,254,170.76,2023-11-30
CUST_3910,223,193.0,2023-07-06
CUST_376,239,289.38,2024-05-16
CUST_339,410,133.15,2023-10-18
CUST_4051,138,18.5,2023-03-17
CUST_1859,284,104.44,2024-01-29
CUST_1100,430,288.61,2023-12-11
CUST_1409,488,98.07,2023-11-17
CUST_818,401,295.06,2023-10-10
CUST_3807,234,207.13,2023-03-10
CUST_2560,312,29.26,2023-02-08
CUST_3429,72,247.22,2023-09-02
CUST_3136,369,290.66,2023-11-28
CUST_762,284,129.84,2023-01-14
CUST_2432,335,102.49,2023-04-08
CUST_3857,76,259.34,2024-01-30
CUST_3400,191,276.29,2023-05-21
CUST_913,227,68.7,2024-01-20
CUST_1468,125,52.74,2023-02-23
CUST_2139,90,54.41,2023-03-06
CUST_2437,283,21.45,2023-12-23
CUST_2202,324,126.91,2023-03-11
CUST_2494,139,145.25,2023-04-12
CUST_1785,274,13.79,2024-01-01
CUST_3753,327,263.58,2023-11-21
CUST_628,418,289.37,2023-03-08
CUST_1061,488,172.04,2023-08-21
CUST_4544,155,41.84,2023-10-02
CUST_3499,407,31.67,2023-07-26
CUST_4320,497,62.77,2023-11-10
CUST_996,473,292.35,2023-01-18
CUST_3432,185,235.01,2024-01-08
CUST_2926,119,273.97,2023-09-20
CUST_3482,89,199.07,2023-06-13
CUST_6,390,260.3,2024-05-22
CUST_2521,489,120.6,2023-07-18
CUST_2237,160,119.44,2023-06-08
CUST_609,490,223.26,2023-08-01
CUST_815,476,36.48,2023-05-17
CUST_3273,303,224.09,2023-08-05
CUST_2238,489,207.5,2023-05-05
CUST_3842,473,294.36,2024-05-23
CUST_4828,58,11.74,2023-10-31
CUST_2021,165,64.37,2023-12-15
CUST_1476,374,175.9,2023-07-28
CUST_1090,230,266.32,2024-04-12
CUST_4819,113,93.08,2024-04-24
CUST_4503,52,91.34,2024-03-07
CUST_4999,134,40.53,2023-12-15
CUST_1259,103,187.66,2023-01-22
CUST_4839,217,17.19,2023-08-22
CUST_996,289,33.83,2023-12-17
CUST_4224,102,247.66,2023-08-16
CUST_2239,150,183.33,2023-07-10
CUST_2296,488,99.6,2023-05-11
CUST_2351,336,180.56,2023-07-03
CUST_2128,480,120.74,2024-06-15
CUST_3532,474,81.77,2023-08-13
CUST_3365,93,254.51,2023-11-27
CUST_634,102,42.0,2024-02-21
CUST_3373,86,192.14,2023-09-07
CUST_4027,286,282.87,2023-03-28
CUST_2418,445,193.82,2024-02-25
CUST_2241,250,224.5,2023-11-05
CUST_4540,333,145.36,2023-06-04
CUST_1203,371,50.87,2023-12-02
CUST_1833,450,286.33,2024-04-22
CUST_3592,307,48.88,2023-07-20
CUST_106,387,46.0,2023-08-20
CUST_3569,289,167.93,2024-04-08
CUST_1247,441,256.19,2023-05-09
CUST_2920,127,92.13,2023-06-21
CUST_3246,428,100.05,2023-07-25
CUST_3426,403,18.0,2023-10-31
CUST_653,137,191.67,2023-03-21
CUST_2665,439,251.25,2023-09-12
CUST_743,120,110.76,2023-06-28
CUST_2471,279,203.75,2023-05-20
CUST_4974,383,25.12,2023-12-19
CUST_1878,349,128.36,2024-04-12
CUST_4075,421,18.7,2024-03-03
CUST_4667,487,200.08,2024-02-25
CUST_272,207,167.44,2023-07-01
CUST_1135,338,158.45,2023-03-04
CUST_3944,56,15.52,2024-06-13
CUST_42,115,287.31,2023-08-28
CUST_3180,181,257.56,2023-04-04
CUST_1999,397,33.06,2023-07-18
CUST_705,222,208.98,2023-06-27
CUST_1766,344,158.51,2023-03-10
CUST_1612,105,229.95,2024-01-02
CUST_4252,277,87.04,2024-06-03
CUST_4090,326,259.66,2024-01-09
CUST_441,209,137.83,2024-05-20
CUST_9,17,121.23,2023-12-22
CUST_1431,239,73.79,2024-02-09
CUST_1109,10,280.91,2023-12-04
CUST_3404,419,84.86,2023-02-21
CUST_3072,260,291.7,2023-09-05
CUST_2707,420,295.68,2024-05-06
CUST_2912,108,33.96,2023-03-01
CUST_307,325,120.35,2023-10-01
CUST_4943,421,200.7,2023-10-06
CUST_4839,474,73.96,2024-01-09
CUST_1152,153,296.87,2024-06-04
CUST_2360,443,282.63,2023-08-30
CUST_847,281,12.92,2023-07-15
CUST_1581,21,272.65,2023-03-15
CUST_2627,230,136.58,2023-06-01
CUST_1964,58,154.85,2024-01-30
CUST_2108,133,171.19,2023-10-13
CUST_374,256,263.67,2024-03-14
CUST_1579,68,272.05,2023-02-12
CUST_1897,466,173.72,2024-03-21
CUST_4827,69,41.15,2024-01-07
CUST_4637,472,122.07,2024-05-28
CUST_2488,288,66.38,2024-06-24
CUST_4083,311,68.94,2023-06-22
CUST_4028,287,65.03,2023-02-16
CUST_3583,215,113.17,2023-02-21
CUST_1801,198,122.74,2023-07-17
CUST_1199,90,94.45,2024-05-01
CUST_4175,491,171.29,2023-07-31
CUST_2114,37,275.87,2023-06-20
CUST_1005,60,225.81,2023-05-04
CUST_127,326,41.6,2024-02-18
CUST_2838,476,245.92,2023-10-29
CUST_4751,215,111.47,2023-01-13
CUST_770,380,141.31,2023-07-16
CUST_331,182,194.58,2023-08-28
CUST_3135,318,169.76,2024-05-19
CUST_396,362,290.63,2023-02-03
CUST_1654,192,226.43,2024-04-16
CUST_204,251,97.98,2023-01-25
CUST_1283,126,133.15,2023-04-29
CUST_2465,445,229.21,2024-01-25
CUST_3721,184,248.94,2023-06-08
CUST_1413,33,288.66,2024-06-23
CUST_1989,206,131.23,2024-02-28
CUST_627,269,139.89,2024-05-23
CUST_4675,144,121.14,2024-06-09
CUST_4713,459,181.41,2023-06-25
CUST_1733,227,215.79,2023-11-01
CUST_4554,381,49.44,2024-03-29
CUST_685,240,254.5,2024-02-10
CUST_4684,280,144.67,2024-02-17
CUST_1635,215,137.45,2024-03-05
CUST_3725,86,100.08,2023-02-14
CUST_1545,164,202.16,2023-07-14
CUST_1645,430,146.15,2023-12-18
CUST_3869,251,105.48,2023-02-26
CUST_1217,98,260.42,2024-03-10
CUST_1711,253,116.41,2023-07-01
CUST_3640,253,188.05,2023-06-25
CUST_4302,274,146.1,2023-11-19
CUST_2304,408,100.07,2024-03-19
CUST_1903,94,25.58,2023-03-16
CUST_1801,260,215.95,2023-05-19
CUST_3037,442,162.17,2023-11-25
CUST_3749,207,13.88,2024-02-06
CUST_1394,330,212.85,2024-04-02
CUST_4454,88,30.7,2023-03-17
CUST_1666,495,188.2,2024-05-27
CUST_706,232,108.78,2023-05-12
CUST_3401,267,219.22,2024-05-26
CUST_4578,391,201.46,2024-06-06
CUST_1806,444,139.73,2023-08-04
CUST_3239,330,32.92,2024-04-03
CUST_1409,330,33.32,2024-06-22
CUST_2745,325,294.55,2023-01-08
CUST_561,171,248.41,2024-06-03
CUST_4163,382,228.44,2023-08-16
CUST_3043,433,291.84,2023-06-22
CUST_1841,141,234.48,2023-11-20
CUST_3529,312,104.51,2023-03-24
CUST_2772,138,245.7,2023-02-24
CUST_1435,182,50.53,2023-01-13
CUST_2511,192,143.94,2023-01-18
CUST_3736,346,92.7,2023-10-12
CUST_693,462,121.96,2024-06-01
CUST_3244,58,136.89,2023-09-02
CUST_4068,47,137.81,2024-01-25
CUST_2867,477,192.41,2023-09-21
CUST_4930,116,189.31,2023-10-06
CUST_2350,168,242.29,2023-11-07
CUST_3910,80,84.68,2024-04-12
CUST_2795,149,84.35,2023-07-28
CUST_2196,395,47.81,2023-10-23
CUST_1089,416,168.76,2023-01-26
CUST_2882,89,130.12,2024-06-01
CUST_2003,231,270.93,2024-05-03
CUST_4999,158,48.76,2023-06-06
CUST_4044,47,82.33,2024-06-07
CUST_1798,474,277.2,2023-02-03
CUST_2858,323,154.64,2023-07-13
CUST_4964,493,251.27,2023-05-26
CUST_2084,102,149.84,2024-06-10
CUST_3801,65,159.26,2024-01-15
CUST_1217,29,274.42,2024-01-21
CUST_2722,298,167.93,2023-05-29
CUST_3523,442,273.46,2023-09-20
CUST_2404,297,240.12,2024-02-02
CUST_717,384,297.37,2024-01-17
CUST_377,357,193.47,2023-08-19
CUST_3773,376,60.2,2023-07-10
CUST_86,79,143.79,2024-01-27
CUST_1538,34,103.17,2024-05-21
CUST_1578,317,173.64,2024-03-14
CUST_3468,56,181.21,2023-05-08
CUST_2918,279,45.25,2023-02-20
CUST_1955,258,292.72,2023-07-16
CUST_2187,125,16.55,2024-05-13
CUST_2049,124,39.97,2023-02-16
CUST_1178,40,211.58,2023-03-06
CUST_4389,335,168.43,2023-01-18
CUST_2827,455,174.82,2024-04-30
CUST_237,99,221.73,2024-04-17
CUST_2833,339,71.55,2023-07-23
CUST_607,245,145.14,2024-05-06
CUST_837,411,260.07,2023-02-22
CUST_1716,347,153.12,2024-03-11
CUST_1047,410,235.81,2024-04-25
CUST_4475,409,135.45,2023-09-30
CUST_3600,123,132.82,2023-02-19
CUST_950,334,294.34,2024-03-05
CUST_3761,97,103.11,2023-01-02
CUST_192,331,164.1,2023-09-16
CUST_2126,55,129.51,2023-06-16
CUST_792,396,109.68,2023-11-25
CUST_1878,123,210.81,2023-12-20
CUST_2409,256,100.4,2023-11-15
CUST_2005,496,219.07,2023-04-25
CUST_734,254,198.59,2023-09-16
CUST_2182,60,35.28,2024-05-05
CUST_1472,356,161.56,2023-10-10
CUST_3858,474,80.24,2024-04-13
CUST_2321,280,138.93,2023-06-27
CUST_1679,492,56.37,2023-11-26
CUST_87,236,42.11,2023-02-22
CUST_4478,55,293.56,2024-04-17
CUST_3933,73,277.32,2023-10-29
CUST_260,257,138.42,2024-01-10
CUST_4862,36,49.64,2023-11-12
CUST_388,433,132.15,2023-11-24
CUST_1655,248,24.76,2024-05-19
CUST_2972,156,16.06,2024-06-21
CUST_2522,368,84.84,2023-09-16
CUST_1675,241,65.69,2024-01-05
CUST_1624,332,48.18,2023-07-31
CUST_4994,142,33.24,2024-06-14
CUST_4406,392,223.42,2023-06-11
CUST_3057,385,193.47,2024-02-26
CUST_2557,265,90.65,2023-12-05
CUST_3758,374,19.01,2023-11-12
CUST_746,361,199.73,2023-05-21
CUST_3452,74,216.42,2024-04-29
CUST_722,195,157.19,2024-05-10
CUST_822,397,63.74,2023-03-18
CUST_3975,42,16.94,2024-05-03
CUST_4813,411,115.66,2023-03-02
CUST_2352,204,261.95,2023-04-15
CUST_891,348,204.58,2024-05-31
CUST_4518,239,206.39,2023-03-22
CUST_859,327,225.33,2024-02-11
CUST_36,284,292.98,2023-05-14
CUST_156,42,22.78,2023-11-30
CUST_2417,396,69.68,2024-02-23
CUST_2725,231,265.62,2023-05-04
CUST_406,421,262.62,2023-12-24
CUST_466,243,179.23,2024-05-08
CUST_4079,167,203.99,2024-05-18
CUST_2432,184,263.36,2023-11-24
CUST_3738,33,232.13,2023-04-21
CUST_2689,472,177.33,2024-03-28
CUST_2536,452,199.94,2023-10-27
CUST_1239,238,138.78,2024-06-15
CUST_2971,143,109.99,2024-02-20
CUST_4177,122,19.49,2023-04-13
CUST_4903,127,119.85,2024-04-12
CUST_1504,362,149.9,2023-04-11
CUST_4259,484,287.8,2023-09-22
CUST_2385,230,289.61,2023-11-09
CUST_2983,191,134.79,2023-05-31
CUST_2831,232,103.02,2023-08-02
CUST_2319,120,16.11,2023-06-09
CUST_125,467,191.05,2023-06-28
CUST_3858,134,79.16,2024-02-08
CUST_1847,108,161.56,2024-04-03
CUST_1169,53,41.64,2024-01-30
CUST_3033,222,288.63,2023-12-13
CUST_2815,114,97.44,2023-04-06
CUST_2282,243,14.83,2023-09-28
CUST_1632,354,153.65,2023-09-05
CUST_110,175,52.48,2023-07-17
CUST_2645,86,79.19,2023-05-19
CUST_1950,180,17.31,2023-03-13
CUST_3366,346,223.26,2023-11-20
CUST_3347,343,291.1,2023-07-04
CUST_4519,75,235.91,2023-05-31
CUST_97,212,145.33,2024-04-15
CUST_394,351,25.98,2023-07-09
CUST_4511,61,121.28,2024-04-14
CUST_654,353,237.52,2023-05-01
CUST_4991,343,98.32,2023-01-29
CUST_3840,16,216.6,2023-08-12
CUST_1300,67,47.28,2023-11-17
CUST_2884,320,64.01,2023-04-07
CUST_2271,209,104.57,2023-03-24
CUST_4337,102,130.78,2024-01-13
CUST_4899,314,89.53,2023-06-12
CUST_145,123,28.88,2024-04-08
CUST_4524,488,257.9,2023-05-31
CUST_1760,458,296.51,2023-05-24
CUST_2229,19,180.24,2023-05-14
CUST_2713,392,43.19,2024-06-04
CUST_1954,56,122.37,2023-09-17
CUST_4735,44,80.56,2023-09-26
CUST_2279,16,97.56,2023-10-26
CUST_1614,141,42.98,2024-01-24
CUST_3296,311,224.7,2024-05-30
CUST_3337,265,135.57,2024-03-06
CUST_2219,198,61.43,2023-10-26
CUST_4586,171,138.28,2023-02-24
CUST_768,484,222.72,2023-09-23
CUST_3670,214,160.39,2023-11-16
CUST_1673,322,205.31,2023-03-11
CUST_3031,303,19.35,2023-04-12
CUST_3141,390,50.56,2024-05-11
CUST_3076,137,135.69,2023-09-21
CUST_3866,86,143.39,2024-04-03
CUST_1119,316,60.85,2023-06-21
CUST_4277,460,121.68,2023-09-28
CUST_1747,13,296.0,2024-06-15
CUST_2823,377,15.01,2024-05-31
CUST_1248,341,21.03,2024-03-28
CUST_582,52,182.54,2023-02-19
CUST_1608,373,67.18,2023-04-23
